Game,Câu hỏi,Đáp án
Rise of Kingdoms,"In the Grimms’ fairy tale “Town Musicians of Bremen”, a group of animals travels to Bremen together to become musicians. Which of the following animals is NOT in the group?",Pig
Rise of Kingdoms,"Trong câu chuyện cổ tích của Grimms “Những nhạc sĩ thị trấn Bremen”, một nhóm động vật cùng nhau du hành đến Bremen để trở thành nhạc sĩ. Những động vật nào sau đây KHÔNG thuộc nhóm?",Con lợn
Rise of Kingdoms,"In the Lohar’s Trial event, how can players obtain Bone Necklaces?",Defeating ordinary Barbarians
Rise of Kingdoms,"Trong sự kiện Thử thách Lohar, làm thế nào người chơi có thể nhận được Dây chuyền Xương?",Đánh bại những kẻ man rợ thông thường
Rise of Kingdoms,"In the Peerless Scholar event, how many answers do you need to get correct in the Preliminary to quality for the Midterm?",6.0
Rise of Kingdoms,"Trong sự kiện Học giả vô song, bạn cần làm đúng bao nhiêu câu",6.0
Rise of Kingdoms,"In the simplified Maslow’s hierarchy of needs, which need is at the top of the pyramid?",Self-actualization
Rise of Kingdoms,"Trong hệ thống phân cấp nhu cầu đơn giản của Maslow, nhu cầu nào đứng đầu kim tự tháp?",Tự thực hiện
Rise of Kingdoms,"In total, how many goals were scored at the 2018 World Cup?",169.0
Rise of Kingdoms,Tổng cộng có bao nhiêu bàn thắng được ghi ở World Cup 2018?,"169,0"
Rise of Kingdoms,"In total, how many matches were played at the 2018 World Cup?",64.0
Rise of Kingdoms,Tổng cộng có bao nhiêu trận đấu đã diễn ra tại World Cup 2018?,"64,0"
Rise of Kingdoms,"In what century was a settlement established near the mouth of the Amstel, which would eventually become the city of Amsterdam?",12th century
Rise of Kingdoms,"Vào thế kỷ nào một khu định cư được thành lập gần cửa sông Amstel, nơi sau này trở thành thành phố Amsterdam?",Thế kỷ 12
Rise of Kingdoms,"In what city did Henri I de Bourbon, Prince of Condé, pass away?",Saint-Jean-d’Angély
Rise of Kingdoms,"In what climate does basil, known in Europe as the “King of Herbs”, largely grow?",Tropical areas
Rise of Kingdoms,"Cây húng quế, được mệnh danh là “Vua của các loại thảo mộc” ở châu Âu, phát triển chủ yếu ở vùng khí hậu nào?",Vùng nhiệt đới
Rise of Kingdoms,In what country did the “Battle of Marengo” take place?,Italy
Rise of Kingdoms,In what era of Chinese history did the “Battle of Fei River” take place where a small number of soldiers conquered a vastly superior force?,The Eastern Jin Dynasty
Rise of Kingdoms,In what year did Einstein publish his four Annus Mirabilis (“Miracle Papers”)?,1905.0
Rise of Kingdoms,Einstein xuất bản bốn Annus Mirabilis (“Những giấy tờ kỳ diệu”) vào năm nào?,1905.0
Rise of Kingdoms,In what year did Maradona score his “Hand of God” goal?,1986.0
Rise of Kingdoms,Maradona ghi bàn thắng “Bàn tay của Chúa” vào năm nào?,1986.0
Rise of Kingdoms,In what year did Mark Zuckerberg create Facebook?,2004.0
Rise of Kingdoms,Mark Zuckerberg tạo ra Facebook vào năm nào?,2004.0
Rise of Kingdoms,In what year did Qatar host the World Cup?,2022.0
Rise of Kingdoms,Qatar đăng cai World Cup vào năm nào?,2022.0
Rise of Kingdoms,In what year did the current World Cup trophy come into use?,1974.0
Rise of Kingdoms,Chiếc cúp World Cup hiện tại được sử dụng vào năm nào?,1974.0
Rise of Kingdoms,In what year did the Late Show with David Letterman first premiere?,1993.0
Rise of Kingdoms,Buổi diễn muộn với David Letterman ra mắt lần đầu tiên vào năm nào?,1993.0
Rise of Kingdoms,In what year was FIFA founded?,1904.0
Rise of Kingdoms,FIFA được thành lập vào năm nào?,1904.0
Rise of Kingdoms,In what year was the first Women’s World Cup held?,1991.0
Rise of Kingdoms,Giải vô địch bóng đá nữ thế giới đầu tiên được tổ chức vào năm nào?,1991.0
Rise of Kingdoms,In what year was the first World Cup held?,1930.0
Rise of Kingdoms,World Cup đầu tiên được tổ chức vào năm nào?,1930.0
Rise of Kingdoms,In which century did the classic English dessert sticky toffee pudding originate?,The mid-20th century
Rise of Kingdoms,Món bánh pudding kẹo bơ cứng dính tráng miệng cổ điển của Anh có nguồn gốc từ thế kỷ nào?,Giữa thế kỷ 20
Rise of Kingdoms,In which city in the United States has McDonald’s established a Hamburger University?,Chicago
Rise of Kingdoms,McDonald's đã thành lập Đại học Hamburger ở thành phố nào ở Hoa Kỳ?,Chicago
Rise of Kingdoms,In which city is Denmark’s statue of The Little Mermaid located?,Copenhagen
Rise of Kingdoms,In which city is FIFA headquartered?,Zurich
Rise of Kingdoms,FIFA có trụ sở ở thành phố nào?,Zürich
Rise of Kingdoms,In which city is the Obelisk of Thutmose III currently held?,Istanbul
Rise of Kingdoms,Đài tưởng niệm Thutmose III hiện đang được tổ chức ở thành phố nào?,Istanbul
Rise of Kingdoms,In which city was the world’s first international soccer match held?,Glasgow
Rise of Kingdoms,Trận đấu bóng đá quốc tế đầu tiên trên thế giới được tổ chức ở thành phố nào?,Glasgow
Rise of Kingdoms,In which commander’s background picture can you see a chicken?,Queen Tamar of Georgia
Rise of Kingdoms,Trong hình nền của người chỉ huy nào bạn có thể nhìn thấy một con gà?,Nữ hoàng Tamar của Georgia
Rise of Kingdoms,In which commander’s background picture can you see a sakura tree?,Minamoto no Yoshitsune
Rise of Kingdoms,Bạn có thể nhìn thấy cây hoa anh đào trong hình nền của người chỉ huy nào?,Minamoto no Yoshitsune
Rise of Kingdoms,"In which country did assam tea, known for its rich aromas, originate?",India
Rise of Kingdoms,"Trà assam, nổi tiếng với hương thơm đậm đà, có nguồn gốc từ quốc gia nào?",Ấn Độ
Rise of Kingdoms,"In which country did the “Olé, Olé, Olé” chant originate?",Spain
Rise of Kingdoms,In which country did the Carlist Wars take place during the 19th century?,Spain
Rise of Kingdoms,"In which country is the Lighthouse of Alexandria, one of the Seven Wonders of the Ancient World, located?",Egypt
Rise of Kingdoms,"Ngọn hải đăng Alexandria, một trong Bảy kỳ quan thế giới cổ đại, nằm ở quốc gia nào?",Ai Cập
Rise of Kingdoms,In which country is the mysterious Stonehenge located?,United Kingdom
Rise of Kingdoms,In which country was air conditioning invented?,USA
Rise of Kingdoms,"In which country was Botticelli, painter of The Birth of Venus, born?",Italy
Rise of Kingdoms,"Botticelli, họa sĩ của bức tranh Sự ra đời của thần Vệ Nữ sinh ra ở nước nào?",Ý
Rise of Kingdoms,"In which country was Carlsberg Group, a leading brewer, founded in 1847?",Denmark
Rise of Kingdoms,"In which country was mozzarella cheese first produced, broadly associated with Italian cooking and pizzas?",Italy
Rise of Kingdoms,"Phô mai mozzarella được sản xuất lần đầu tiên ở quốc gia nào, thường gắn liền với món ăn và pizza của Ý?",Ý
Rise of Kingdoms,In which country was the 20th World Cup held?,Brazil
Rise of Kingdoms,World Cup lần thứ 20 được tổ chức ở nước nào?,Brazil
Rise of Kingdoms,In which country was the electric rice cooker invented?,Japan
Rise of Kingdoms,Nồi cơm điện được phát minh ở nước nào?,Nhật Bản
Rise of Kingdoms,In which country was the famed revolutionary and military strategist Simón Bolívar born?,Venezuela
Rise of Kingdoms,In which country was the microscope invented?,The Netherlands
Rise of Kingdoms,"In which country was the Somme, the most infamous battlefield in World War I, located?",France
Rise of Kingdoms,In which country were instant noodles first invented?,Japan
Rise of Kingdoms,In which country were the Wars of the Roses fought?,England
Rise of Kingdoms,Cuộc chiến hoa hồng diễn ra ở quốc gia nào?,Nước Anh
Rise of Kingdoms,In which English palace did the “Star Chamber” sit?,Palace of Westminster
Rise of Kingdoms,In which English stadium was the 1966 World Cup Final held?,Wembley Stadium
Rise of Kingdoms,Trận chung kết World Cup 1966 được tổ chức ở sân vận động nào của Anh?,Sân vận động Wembley
Rise of Kingdoms,In which era of French history was the Arc de Triomphe built?,Napoleonic era
Rise of Kingdoms,Khải Hoàn Môn được xây dựng vào thời kỳ nào trong lịch sử nước Pháp?,Thời đại Napoléon
Rise of Kingdoms,In which era was the very first pyramid of ancient Egypt constructed?,The Third Dynasty of Egypt
Rise of Kingdoms,Kim tự tháp đầu tiên của Ai Cập cổ đại được xây dựng vào thời đại nào?,Vương triều thứ ba của Ai Cập
Rise of Kingdoms,In which gallery is the Mona Lisa currently held?,The Louvre
Rise of Kingdoms,Bức tranh Mona Lisa hiện đang được lưu giữ ở phòng trưng bày nào?,Bảo tàng Louvre
Rise of Kingdoms,In which lake is Olkhon Island located?,Lake Baikal
Rise of Kingdoms,Đảo Olkhon nằm ở hồ nào?,Hồ Baikal
Rise of Kingdoms,In which of these campaigns did Thutmose III take part?,The Battle of Megiddo
Rise of Kingdoms,Thutmose III đã tham gia vào chiến dịch nào trong số này?,Trận chiến Megiddo
Rise of Kingdoms,In which of these works does Sherlock Holmes make his first appearance?,A Study in Scarlet
Rise of Kingdoms,Sherlock Holmes xuất hiện lần đầu trong tác phẩm nào?,Một nghiên cứu ở Scarlet
Rise of Kingdoms,In which region did the popular health food hummus originate?,Middle East
Rise of Kingdoms,Món hummus thực phẩm tốt cho sức khỏe phổ biến có nguồn gốc từ khu vực nào?,Trung Đông
Rise of Kingdoms,In which region in Italy is the Cathedrawl of Santa Maria del Fiore located?,Tuscany
Rise of Kingdoms,Nhà thờ lớn Santa Maria del Fiore nằm ở khu vực nào ở Ý?,Tuscany
Rise of Kingdoms,In which region was the empire of Srivijaya located?,Southeast Asia
Rise of Kingdoms,In which theater was Beethoven’s Symphony No. 5 in C Minor debuted in 1808?,The Theater an der Wien
Rise of Kingdoms,In which two years was the World Cup suspended due to World War II?,1942 & 1946
Rise of Kingdoms,World Cup bị đình chỉ trong hai năm nào do Thế chiến thứ hai?,1942
Rise of Kingdoms,In which UK city were The Beatles founded in 1960?,Liverpool
Rise of Kingdoms,"In which World Cup did England captain Harry Kane score 6 goals, earning him the Golden Boot award?",2018 Russia World Cup
Rise of Kingdoms,"Đội trưởng đội tuyển Anh Harry Kane ghi 6 bàn ở World Cup nào, mang về danh hiệu Chiếc giày vàng?",World Cup 2018 của Nga
Rise of Kingdoms,In which World Cup did Spain win its first World Cup?,2010 South Africa World Cup
Rise of Kingdoms,Tây Ban Nha lần đầu tiên vô địch World Cup ở kỳ World Cup nào?,Giải vô địch bóng đá thế giới Nam Phi 2010
Rise of Kingdoms,In which year did Alexander Fleming discover penicillin?,1928.0
Rise of Kingdoms,In which year did every World Cup start having a mascot?,1966.0
Rise of Kingdoms,Mỗi kỳ World Cup bắt đầu có linh vật vào năm nào?,1966.0
Rise of Kingdoms,In which year did Richard the Lionheart and Saladin sign a truce?,1192.0
Rise of Kingdoms,In which year was the Battle of Guandu?,200.0
Rise of Kingdoms,In which year was the first edition of “The Diary of Anne Frank” published?,1947.0
Rise of Kingdoms,In which year was the first Wimbledon Tennis Championship held?,1877.0
Rise of Kingdoms,In which year was the Napoleonic Code established?,1804.0
Rise of Kingdoms,In which year was the Soviet Union formally established?,1922.0
Rise of Kingdoms,Liên Xô chính thức được thành lập vào năm nào?,1922.0
Rise of Kingdoms,In which year was the Tianwen-1 Mars probe launched?,2020.0
Rise of Kingdoms,Tàu thăm dò sao Hỏa Tianwen-1 được phóng vào năm nào?,2020.0
Rise of Kingdoms,In whose workshop did Leonardo da Vinci apprentice?,Andrea del Verrocchio
Rise of Kingdoms,Leonardo da Vinci học việc ở xưởng nào?,Andrea del Verrocchio
Rise of Kingdoms,Insufficient intake of which element may cause the thyromegaly?,Iodine
Rise of Kingdoms,Ăn không đủ chất nào có thể gây phì đại tuyến giáp?,Iốt
Rise of Kingdoms,Into what kind of deity was Imhotep deified following his death?,A god of medicine
Rise of Kingdoms,Imhotep được phong làm vị thần nào sau cái chết của ông?,Thần y học
Rise of Kingdoms,Into what shape does commander Yi Seong-Gye’s fan-shaped active skill transform after gaining Expertise?,A circle
Rise of Kingdoms,Kỹ năng chủ động hình quạt của chỉ huy Yi Seong-Gye biến thành hình dạng gì sau khi đạt được Chuyên môn?,Một vòng tròn
Rise of Kingdoms,Japanese ivy grows upward on walls and trees in order to capture energy from which source?,Sunlight
Rise of Kingdoms,Cây thường xuân Nhật Bản mọc lên trên tường và cây để thu năng lượng từ nguồn nào?,Ánh nắng
Rise of Kingdoms,"Johannes Vermeer, the painter of Girl with a Pearl Earring, was from which country?",The Netherlands
Rise of Kingdoms,"Johannes Vermeer, họa sĩ vẽ Cô gái đeo bông tai ngọc trai, đến từ nước nào?",Hà Lan
Rise of Kingdoms,Keira once defied the world’s expectations about her in a glorious battle. Where did this battle take place?,Sunset Canyon
Rise of Kingdoms,Know thyself was a widely-known aphorism of which country?,Ancient Greece
Rise of Kingdoms,Biết mình là câu cách ngôn nổi tiếng của nước nào?,Hy Lạp cổ đại
Rise of Kingdoms,Lactose intolerance is caused by a shortage of what?,Lactase
Rise of Kingdoms,Last of the Romans is an epithet used to describe someone with a classical Roman way of thinking. Who could NOT exemplify that?,Attila
Rise of Kingdoms,Last of the Romans là một tính từ dùng để mô tả một người có lối suy nghĩ cổ điển của người La Mã. Ai KHÔNG thể làm gương cho điều đó?,Attila
Rise of Kingdoms,"Legendary commander of the Joseon Dynasty, Yi Sun-sin, sacrificed his life in which famous battle?","Legendary commander of the Joseon Dynasty, Yi Sun-sin, sacrificed his life in which famous battle?"
Rise of Kingdoms,"Li Xin, the ancestor of the “Flying General” Li Guang, was a general of which state during the Warring States period of Chinese history?",Qin
Rise of Kingdoms,"Lý Hâm, tổ tiên của “Phi tướng” Lý Quang, là tướng của nước nào trong thời Chiến Quốc trong lịch sử Trung Quốc?",Tần
