Game,Câu hỏi,Đáp án
Call of Dragons,sing the unit advantage system can swiftly turn the tide of a battle. Which of the following statements about unit advantages is incorrect?,Cavalry units counter Magic units
Call of Dragons,Which of the following events contains a “Battle Day” that allows you to fight to your heart’s content?,Strongest Lord
Call of Dragons,Which of the following statements about City management is incorrect?,Activating Counterscout will lead enemy Scouts to gather incorrect data about your total number of units when scouting your City
Call of Dragons,Roads are a sign of prosperity and a symbol of efficiency. Which of the following statements about roads is incorrect?,"If either endpoint of a road is destroyed, the road will still exist"
Call of Dragons,Which of the following is correct about Alliance Resource Centers?,Each player can only deploy one Legion to gather from an Alliance Resource Center
Call of Dragons,What can an Alliance Beastmaster do?,Summon and control Alliance Behemoths
Call of Dragons,Which of the following Heroes spent a year as a visiting scholar at the College of Tiyar?,Waldyr
Call of Dragons,Which of the following Heroes is a blood relative of the Lord of Moonvaie?,Gwanwyn
Call of Dragons,"What is the name of the sword of Florin, Knight of Daybreak?",Blade of Reproach
Call of Dragons,Madeline is the firstborn daughter of the King of Jargand. Which of the following statements about her life is incorrect?,Her membership of her bloodline was confirmed by a miracle when she came of age
Call of Dragons,What is the name of the structure the Elves built to commemorate the fallen of the Battle of the Hexwood?,Stone of Peace
Call of Dragons,Which of the following Trolls can use magic?,Witch Troll
Call of Dragons,"Which of the following Heroes is a blood relative of Myrsach, Sage of Order?",Indis
Call of Dragons,Which of the following Heroes is ranked #2 on the Assassins’ Guild leaderboard?,NIka
Call of Dragons,Which of the following characters was banished for the misuse of divine power?,Atheus
Call of Dragons,Which of the following statements about severely wounded statements is correct?,"When your Legions are fighting Behemoths, att severely wounded units witl be sent to your Hospital"
Call of Dragons,Which of the following houses hired the assassin Nika?,House Scull
Call of Dragons,"According to “The Cat Lover’s Guide to the Apocalypse,” which of the following traits can a cat not help you to develop?",A
Call of Dragons,"Which of the following is closest to the holy wellspring of Ffynon, the birthplace of Elven civilization?",The Queenswood
Call of Dragons,One character is a Caravan Captain for the Merchants’ Guild. Where is their hometown?,Bandits’ Bay
Call of Dragons,Legend has it that any adventurer who can solve the riddle of Cortac Isle will gain the treasure buried beneath it. How many Generals are mentioned in the Song in Chapter: Corlac?,5
Call of Dragons,Who defeated all challengers in the Duel of Honor and became Chieftain of Wilderburg?,Kurrata
Call of Dragons,Hearty Fish Soup is one of the most delicious dishes in Tamaris. Which of the following is not one of its ingredients?,Paprika
Call of Dragons,Where is the Hydra said to originate from?,Feathersnare Swamp
Call of Dragons,"Emrys, who always wears a mask, is the leader of the Watchers of the Shadowglade. What is the name of the weapon he carries?",Springblades
Call of Dragons,Which rebellious house did House Remus help Dawngrad to defeat?,Riven
Call of Dragons,[Login](https://cod.guide/logmeinpls/?,redirect_to=https%3A%2F%2Fcod.guide%2Fvale-society-quiz-questions-answers%2F)
